"","Assemblage","Order.q","SC","m","Method","qFD","s.e.","qFD.LCL","qFD.UCL"
"31","1040012820",1,0.7752,50.1142736623247,"Rarefaction",2.84568925501796,NA,NA,NA
"32","1040012820",1,0.982891094396153,378.879994242574,"Rarefaction",2.98766496241791,NA,NA,NA
"33","1040014500",0,0.7752,25.0225257461241,"Rarefaction",2.77232998121689,NA,NA,NA
"34","1040014500",0,0.982891094396153,227.896559938734,"Rarefaction",3.27940842807622,NA,NA,NA
"35","1040014500",1,0.7752,25.0225257461241,"Rarefaction",2.35635553178586,NA,NA,NA
"36","1040014500",1,0.982891094396153,227.896559938734,"Rarefaction",2.52454300583232,NA,NA,NA
"37","1040014920",0,0.7752,23.6397830836866,"Rarefaction",2.86115699414719,NA,NA,NA
"38","1040014920",0,0.982891094396153,202.117956616342,"Extrapolation",3.36333198939794,NA,NA,NA
"39","1040014920",1,0.7752,23.6397830836866,"Rarefaction",2.30380834298755,NA,NA,NA
"40","1040014920",1,0.982891094396153,202.117956616342,"Extrapolation",2.48778810703112,NA,NA,NA
"41","1040014930",0,0.7752,32.0068825138954,"Rarefaction",3.31450579094279,NA,NA,NA
"42","1040014930",0,0.982891094396153,367.694007705092,"Rarefaction",4.12346894569116,NA,NA,NA
"43","1040014930",1,0.7752,32.0068825138954,"Rarefaction",2.74844068258491,NA,NA,NA
"44","1040014930",1,0.982891094396153,367.694007705092,"Rarefaction",2.9617201770389,NA,NA,NA
"45","1040015030",0,0.7752,26.3023808708172,"Rarefaction",3.30937691706672,NA,NA,NA
"46","1040015030",0,0.982891094396153,444.519963009249,"Rarefaction",5.21846563481209,NA,NA,NA
"47","1040015030",1,0.7752,26.3023808708172,"Rarefaction",2.70540164896794,NA,NA,NA
"48","1040015030",1,0.982891094396153,444.519963009249,"Rarefaction",3.03682199996198,NA,NA,NA
"49","1040015860",0,0.7752,22.6286631724484,"Rarefaction",2.81756273533166,NA,NA,NA
"50","1040015860",0,0.982891094396153,244.227280209286,"Rarefaction",3.15732314895868,NA,NA,NA
"51","1040015860",1,0.7752,22.6286631724484,"Rarefaction",2.48597313401596,NA,NA,NA
"52","1040015860",1,0.982891094396153,244.227280209286,"Rarefaction",2.69032325270221,NA,NA,NA
"53","1040018120",0,0.7752,34.0421517492733,"Rarefaction",3.2549006100133,NA,NA,NA
"54","1040018120",0,0.982891094396153,197.79934168233,"Rarefaction",3.47731517984003,NA,NA,NA
"55","1040018120",1,0.7752,34.0421517492733,"Rarefaction",2.7958735934833,NA,NA,NA
"56","1040018120",1,0.982891094396153,197.79934168233,"Rarefaction",2.96761562875184,NA,NA,NA
"57","1040019430",0,0.7752,32.068223869538,"Rarefaction",2.71231555252837,NA,NA,NA
"58","1040019430",0,0.982891094396153,310.963375599956,"Extrapolation",2.9974526233699,NA,NA,NA
"59","1040019430",1,0.7752,32.068223869538,"Rarefaction",2.32361655007557,NA,NA,NA
"60","1040019430",1,0.982891094396153,310.963375599956,"Extrapolation",2.44146362598852,NA,NA,NA
"61","1040020570",0,0.7752,52.1690417748088,"Rarefaction",3.49253341896546,NA,NA,NA
"62","1040020570",0,0.982891094396153,527.076261871868,"Rarefaction",4.06859487053514,NA,NA,NA
"63","1040020570",1,0.7752,52.1690417748088,"Rarefaction",2.87534870592576,NA,NA,NA
"64","1040020570",1,0.982891094396153,527.076261871868,"Rarefaction",3.04156620965447,NA,NA,NA
"65","1040020580",0,0.7752,50.2414484819112,"Rarefaction",3.28805562927777,NA,NA,NA
"66","1040020580",0,0.982891094396153,193.916265685963,"Extrapolation",3.7461735919314,NA,NA,NA
"67","1040020580",1,0.7752,50.2414484819112,"Rarefaction",2.67191673681592,NA,NA,NA
"68","1040020580",1,0.982891094396153,193.916265685963,"Extrapolation",2.81276542340466,NA,NA,NA
"69","1040022430",0,0.7752,87.1941792613608,"Rarefaction",7.40255341917151,NA,NA,NA
"70","1040022430",0,0.982891094396153,739.946588355017,"Rarefaction",9.21739942669205,NA,NA,NA
"71","1040022430",1,0.7752,87.1941792613608,"Rarefaction",5.7041213923817,NA,NA,NA
"72","1040022430",1,0.982891094396153,739.946588355017,"Rarefaction",6.27993598797621,NA,NA,NA
"73","1040023310",0,0.7752,59.5726126061896,"Rarefaction",3.16915992212066,NA,NA,NA
"74","1040023310",0,0.982891094396153,244.836984272633,"Extrapolation",3.69931819703465,NA,NA,NA
"75","1040023310",1,0.7752,59.5726126061896,"Rarefaction",2.66075117163604,NA,NA,NA
"76","1040023310",1,0.982891094396153,244.836984272633,"Extrapolation",2.76820219088691,NA,NA,NA
"77","1040024080",0,0.7752,61.0077141040548,"Rarefaction",3.31977993458064,NA,NA,NA
"78","1040024080",0,0.982891094396153,559.549970997574,"Rarefaction",3.89667064825393,NA,NA,NA
"79","1040024080",1,0.7752,61.0077141040548,"Rarefaction",2.70091713571991,NA,NA,NA
"80","1040024080",1,0.982891094396153,559.549970997574,"Rarefaction",2.82684669289538,NA,NA,NA
"81","1040026800",0,0.7752,26.2571396015514,"Rarefaction",2.56247098715461,NA,NA,NA
"82","1040026800",0,0.982891094396153,177.566658004789,"Extrapolation",2.78874564949879,NA,NA,NA
"83","1040026800",1,0.7752,26.2571396015514,"Rarefaction",2.32845234608302,NA,NA,NA
"84","1040026800",1,0.982891094396153,177.566658004789,"Extrapolation",2.45549131405708,NA,NA,NA
"85","1040028960",0,0.7752,19.1639674711636,"Rarefaction",3.12421260600291,NA,NA,NA
"86","1040028960",0,0.982891094396153,173.994427424962,"Extrapolation",4.40517452989809,NA,NA,NA
"87","1040028960",1,0.7752,19.1639674711636,"Rarefaction",2.49710930347013,NA,NA,NA
"88","1040028960",1,0.982891094396153,173.994427424962,"Extrapolation",2.86131801651549,NA,NA,NA
"89","1040028970",0,0.7752,41.5112516288542,"Rarefaction",4.26747907099542,NA,NA,NA
"90","1040028970",0,0.982891094396153,496.717436755176,"Rarefaction",6.62513199174469,NA,NA,NA
"91","1040028970",1,0.7752,41.5112516288542,"Rarefaction",3.28529750826766,NA,NA,NA
"92","1040028970",1,0.982891094396153,496.717436755176,"Rarefaction",3.68073581550287,NA,NA,NA
"93","1040029430",0,0.7752,40.4953905595063,"Rarefaction",4.13676460226997,NA,NA,NA
"94","1040029430",0,0.982891094396153,317.26214474056,"Extrapolation",6.32361333181629,NA,NA,NA
"95","1040029430",1,0.7752,40.4953905595063,"Rarefaction",3.29101142063443,NA,NA,NA
"96","1040029430",1,0.982891094396153,317.26214474056,"Extrapolation",3.63337115196594,NA,NA,NA
"97","1040029700",0,0.7752,35.9238604430102,"Rarefaction",4.181683692943,NA,NA,NA
"98","1040029700",0,0.982891094396153,215.763508980497,"Extrapolation",5.669528812546,NA,NA,NA
"99","1040029700",1,0.7752,35.9238604430102,"Rarefaction",3.00702108438669,NA,NA,NA
"100","1040029700",1,0.982891094396153,215.763508980497,"Extrapolation",3.33255920916387,NA,NA,NA
"101","1040029710",0,0.7752,21.7782610398288,"Rarefaction",2.90941378767404,NA,NA,NA
"102","1040029710",0,0.982891094396153,76.6064947575992,"Extrapolation",2.91914099443711,NA,NA,NA
"103","1040029710",1,0.7752,21.7782610398288,"Rarefaction",2.65770737454886,NA,NA,NA
"104","1040029710",1,0.982891094396153,76.6064947575992,"Extrapolation",2.8057643539126,NA,NA,NA
"105","1040029810",0,0.7752,59.6983183971159,"Rarefaction",6.23931458067232,NA,NA,NA
"106","1040029810",0,0.982891094396153,1116.80523892643,"Extrapolation",10.4069122151606,NA,NA,NA
"107","1040029810",1,0.7752,59.6983183971159,"Rarefaction",4.43078868909233,NA,NA,NA
"108","1040029810",1,0.982891094396153,1116.80523892643,"Extrapolation",5.0750585920061,NA,NA,NA
"109","1040034260",0,0.7752,13.2921007341101,"Rarefaction",2.53168994686074,NA,NA,NA
"110","1040034260",0,0.982891094396153,91.1791162360637,"Rarefaction",2.7195208820982,NA,NA,NA
"111","1040034260",1,0.7752,13.2921007341101,"Rarefaction",2.3301913421724,NA,NA,NA
"112","1040034260",1,0.982891094396153,91.1791162360637,"Rarefaction",2.57711454507594,NA,NA,NA
"113","1040034270",0,0.7752,9.43040392920757,"Rarefaction",2.02903444805563,NA,NA,NA
"114","1040034270",0,0.982891094396153,173.725482859908,"Extrapolation",2.4481632026761,NA,NA,NA
"115","1040034270",1,0.7752,9.43040392920757,"Rarefaction",1.8758059782457,NA,NA,NA
"116","1040034270",1,0.982891094396153,173.725482859908,"Extrapolation",2.08209362359682,NA,NA,NA
"117","1040034610",0,0.7752,8.19446405279055,"Rarefaction",2.11077968545279,NA,NA,NA
"118","1040034610",0,0.982891094396153,197.720693601803,"Rarefaction",2.66105303735575,NA,NA,NA
"119","1040034610",1,0.7752,8.19446405279055,"Rarefaction",1.9420732831644,NA,NA,NA
"120","1040034610",1,0.982891094396153,197.720693601803,"Rarefaction",2.19971246240501,NA,NA,NA
"121","1040034900",0,0.7752,15.40602057117,"Rarefaction",2.36679851609553,NA,NA,NA
"122","1040034900",0,0.982891094396153,66.9835477371497,"Rarefaction",2.548658343693,NA,NA,NA
"123","1040034900",1,0.7752,15.40602057117,"Rarefaction",2.17259588634769,NA,NA,NA
"124","1040034900",1,0.982891094396153,66.9835477371497,"Rarefaction",2.32708791946043,NA,NA,NA
"125","1040035590",0,0.7752,16.8407170092034,"Rarefaction",2.79834050029112,NA,NA,NA
"126","1040035590",0,0.982891094396153,108.736331976108,"Extrapolation",3.40758318655743,NA,NA,NA
"127","1040035590",1,0.7752,16.8407170092034,"Rarefaction",2.4671283683862,NA,NA,NA
"128","1040035590",1,0.982891094396153,108.736331976108,"Extrapolation",2.75106773089576,NA,NA,NA
"129","1040036860",0,0.7752,14.9208297354551,"Rarefaction",2.90908565691634,NA,NA,NA
"130","1040036860",0,0.982891094396153,142.171109524437,"Extrapolation",4.04696057464902,NA,NA,NA
"131","1040036860",1,0.7752,14.9208297354551,"Rarefaction",2.27580436890909,NA,NA,NA
"132","1040036860",1,0.982891094396153,142.171109524437,"Extrapolation",2.63664936877892,NA,NA,NA
"133","1040036870",0,0.7752,38.0213850519904,"Rarefaction",4.33839816223981,NA,NA,NA
"134","1040036870",0,0.982891094396153,940.504097831163,"Extrapolation",6.08579115823985,NA,NA,NA
"135","1040036870",1,0.7752,38.0213850519904,"Rarefaction",3.07745873234788,NA,NA,NA
"136","1040036870",1,0.982891094396153,940.504097831163,"Extrapolation",3.42509904203751,NA,NA,NA
"137","1040040050",0,0.7752,16.0609050757818,"Rarefaction",2.64059595110388,NA,NA,NA
"138","1040040050",0,0.982891094396153,223.595323177004,"Extrapolation",3.13891061601265,NA,NA,NA
"139","1040040050",1,0.7752,16.0609050757818,"Rarefaction",2.32132366092551,NA,NA,NA
"140","1040040050",1,0.982891094396153,223.595323177004,"Extrapolation",2.5868839163886,NA,NA,NA
"141","1040040200",0,0.7752,18.9554963661813,"Rarefaction",2.23269170689458,NA,NA,NA
"142","1040040200",0,0.982891094396153,132.865681792981,"Extrapolation",2.25922085467902,NA,NA,NA
"143","1040040200",1,0.7752,18.9554963661813,"Rarefaction",2.0995277060006,NA,NA,NA
"144","1040040200",1,0.982891094396153,132.865681792981,"Extrapolation",2.20498187839485,NA,NA,NA
"145","1040040240",0,0.7752,23.7506102017311,"Rarefaction",2.66655748230025,NA,NA,NA
"146","1040040240",0,0.982891094396153,196.576771437462,"Rarefaction",3.0493971111275,NA,NA,NA
"147","1040040240",1,0.7752,23.7506102017311,"Rarefaction",2.39826205506415,NA,NA,NA
"148","1040040240",1,0.982891094396153,196.576771437462,"Rarefaction",2.56373482855271,NA,NA,NA
"149","1040040320",0,0.7752,23.6740141688361,"Rarefaction",2.91623304250506,NA,NA,NA
"150","1040040320",0,0.982891094396153,764.522170011311,"Extrapolation",3.63655489876392,NA,NA,NA
"151","1040040320",1,0.7752,23.6740141688361,"Rarefaction",2.64256021490251,NA,NA,NA
"152","1040040320",1,0.982891094396153,764.522170011311,"Extrapolation",2.90461338191519,NA,NA,NA
"153","1040040340",0,0.7752,12.1768388998147,"Rarefaction",2.10275444506818,NA,NA,NA
"154","1040040340",0,0.982891094396153,61.8152862902605,"Rarefaction",2.3074882507435,NA,NA,NA
"155","1040040340",1,0.7752,12.1768388998147,"Rarefaction",1.93920106404806,NA,NA,NA
"156","1040040340",1,0.982891094396153,61.8152862902605,"Rarefaction",2.07811718948687,NA,NA,NA
"157","1040040520",0,0.7752,26.8522703133702,"Rarefaction",3.13445175707948,NA,NA,NA
"158","1040040520",0,0.982891094396153,823.041596504984,"Extrapolation",5.63006195807065,NA,NA,NA
"159","1040040520",1,0.7752,26.8522703133702,"Rarefaction",2.40256752338949,NA,NA,NA
"160","1040040520",1,0.982891094396153,823.041596504984,"Extrapolation",2.72717539801271,NA,NA,NA
"161","1040041020",0,0.7752,31.0782018084504,"Rarefaction",2.55416881542555,NA,NA,NA
"162","1040041020",0,0.982891094396153,333.32210610691,"Extrapolation",2.67018092397072,NA,NA,NA
"163","1040041020",1,0.7752,31.0782018084504,"Rarefaction",2.27285764813031,NA,NA,NA
"164","1040041020",1,0.982891094396153,333.32210610691,"Extrapolation",2.38038318821912,NA,NA,NA
"165","1040601190",0,0.7752,18.6592138305662,"Rarefaction",2.54489563416208,NA,NA,NA
"166","1040601190",0,0.982891094396153,501.625126856659,"Extrapolation",3.15050739244577,NA,NA,NA
"167","1040601190",1,0.7752,18.6592138305662,"Rarefaction",2.3452225602672,NA,NA,NA
"168","1040601190",1,0.982891094396153,501.625126856659,"Extrapolation",2.56227721754286,NA,NA,NA
"169","1040601200",0,0.7752,25.0828898768413,"Rarefaction",2.64332037228457,NA,NA,NA
"170","1040601200",0,0.982891094396153,328.216262901693,"Extrapolation",3.21595727080509,NA,NA,NA
"171","1040601200",1,0.7752,25.0828898768413,"Rarefaction",2.4167785892547,NA,NA,NA
"172","1040601200",1,0.982891094396153,328.216262901693,"Extrapolation",2.58917440512481,NA,NA,NA
"173","1040837890",0,0.7752,52.9723675502765,"Rarefaction",4.89729673016182,NA,NA,NA
"174","1040837890",0,0.982891094396153,875.22982778852,"Rarefaction",5.97965009568355,NA,NA,NA
"175","1040837890",1,0.7752,52.9723675502765,"Rarefaction",4.18420231396296,NA,NA,NA
"176","1040837890",1,0.982891094396153,875.22982778852,"Rarefaction",4.53518458042364,NA,NA,NA
"177","1040873640",0,0.7752,37.4656526522894,"Rarefaction",3.09769717100766,NA,NA,NA
"178","1040873640",0,0.982891094396153,409.924533639511,"Extrapolation",3.77450200698449,NA,NA,NA
"179","1040873640",1,0.7752,37.4656526522894,"Rarefaction",2.68611722084674,NA,NA,NA
"180","1040873640",1,0.982891094396153,409.924533639511,"Extrapolation",2.87327223134672,NA,NA,NA
"181","1040909890",0,0.7752,104.670754228933,"Rarefaction",7.76201236935672,NA,NA,NA
"182","1040909890",0,0.982891094396153,1049.78121696327,"Extrapolation",10.2087949917233,NA,NA,NA
"183","1040909890",1,0.7752,104.670754228933,"Rarefaction",5.75884473475981,NA,NA,NA
"184","1040909890",1,0.982891094396153,1049.78121696327,"Extrapolation",6.32208166362198,NA,NA,NA
"185","1041156960",0,0.7752,69.2512674558903,"Rarefaction",3.59234185300569,NA,NA,NA
"186","1041156960",0,0.982891094396153,643.64807757043,"Extrapolation",4.05159919976552,NA,NA,NA
"187","1041156960",1,0.7752,69.2512674558903,"Rarefaction",2.80945293284365,NA,NA,NA
"188","1041156960",1,0.982891094396153,643.64807757043,"Extrapolation",2.93678219643194,NA,NA,NA
"189","1041174950",0,0.7752,38.6728343948786,"Rarefaction",3.35245110682472,NA,NA,NA
"190","1041174950",0,0.982891094396153,454.521634070388,"Extrapolation",5.22662821724277,NA,NA,NA
"191","1041174950",1,0.7752,38.6728343948786,"Rarefaction",2.53268384534943,NA,NA,NA
"192","1041174950",1,0.982891094396153,454.521634070388,"Extrapolation",2.84011335445782,NA,NA,NA
"193","1041259940",0,0.7752,45.7132590044069,"Rarefaction",3.01056985961798,NA,NA,NA
"194","1041259940",0,0.982891094396153,682.126987962755,"Rarefaction",3.92788660638557,NA,NA,NA
"195","1041259940",1,0.7752,45.7132590044069,"Rarefaction",2.44590300668427,NA,NA,NA
"196","1041259940",1,0.982891094396153,682.126987962755,"Rarefaction",2.58294134414141,NA,NA,NA
"197","1041259950",0,0.7752,30.7655848040738,"Rarefaction",2.86134187515343,NA,NA,NA
"198","1041259950",0,0.982891094396153,193.30718258206,"Extrapolation",3.13920815031072,NA,NA,NA
"199","1041259950",1,0.7752,30.7655848040738,"Rarefaction",2.5133685361756,NA,NA,NA
"200","1041259950",1,0.982891094396153,193.30718258206,"Extrapolation",2.65863510964476,NA,NA,NA
"201","1041431480",0,0.7752,36.7368729622035,"Rarefaction",3.02958025739129,NA,NA,NA
"202","1041431480",0,0.982891094396153,233.144383863214,"Extrapolation",3.60845127385344,NA,NA,NA
"203","1041431480",1,0.7752,36.7368729622035,"Rarefaction",2.53967356839818,NA,NA,NA
"204","1041431480",1,0.982891094396153,233.144383863214,"Extrapolation",2.70080230651223,NA,NA,NA
"205","1041431680",0,0.7752,35.628519019526,"Rarefaction",2.99879228921003,NA,NA,NA
"206","1041431680",0,0.982891094396153,228.371535636646,"Rarefaction",3.20551296082491,NA,NA,NA
"207","1041431680",1,0.7752,35.628519019526,"Rarefaction",2.68631357630495,NA,NA,NA
"208","1041431680",1,0.982891094396153,228.371535636646,"Rarefaction",2.82439711584623,NA,NA,NA
"209","1041438780",0,0.7752,34.5088380624275,"Rarefaction",2.85619956327873,NA,NA,NA
"210","1041438780",0,0.982891094396153,320.114322475428,"Extrapolation",3.3803357737069,NA,NA,NA
"211","1041438780",1,0.7752,34.5088380624275,"Rarefaction",2.57839370765822,NA,NA,NA
"212","1041438780",1,0.982891094396153,320.114322475428,"Extrapolation",2.72512909363374,NA,NA,NA
"213","1041438860",0,0.7752,40.2291308299428,"Rarefaction",3.07249259224858,NA,NA,NA
"214","1041438860",0,0.982891094396153,337.937206530446,"Rarefaction",3.5005833878166,NA,NA,NA
"215","1041438860",1,0.7752,40.2291308299428,"Rarefaction",2.6596944550094,NA,NA,NA
"216","1041438860",1,0.982891094396153,337.937206530446,"Rarefaction",2.79951225762605,NA,NA,NA
"217","1041472390",0,0.7752,39.5952097590656,"Rarefaction",2.96614503886918,NA,NA,NA
"218","1041472390",0,0.982891094396153,163.261333642833,"Extrapolation",3.38398282921536,NA,NA,NA
"219","1041472390",1,0.7752,39.5952097590656,"Rarefaction",2.59645128102744,NA,NA,NA
"220","1041472390",1,0.982891094396153,163.261333642833,"Extrapolation",2.71696949566629,NA,NA,NA
"221","1041472430",0,0.7752,39.8970498815881,"Rarefaction",3.34083316771367,NA,NA,NA
"222","1041472430",0,0.982891094396153,549.193287116755,"Extrapolation",3.87370444102411,NA,NA,NA
"223","1041472430",1,0.7752,39.8970498815881,"Rarefaction",2.83857798656844,NA,NA,NA
"224","1041472430",1,0.982891094396153,549.193287116755,"Extrapolation",3.03320019446834,NA,NA,NA
"225","1041473880",0,0.7752,46.8858902670657,"Rarefaction",3.30632109564924,NA,NA,NA
"226","1041473880",0,0.982891094396153,408.372287348182,"Rarefaction",3.53997755501389,NA,NA,NA
"227","1041473880",1,0.7752,46.8858902670657,"Rarefaction",2.90451640330491,NA,NA,NA
"228","1041473880",1,0.982891094396153,408.372287348182,"Rarefaction",3.05020616073629,NA,NA,NA
"229","1041473950",0,0.7752,40.7551233353417,"Rarefaction",3.01005970693421,NA,NA,NA
"230","1041473950",0,0.982891094396153,320.07362923858,"Rarefaction",3.36466501312328,NA,NA,NA
"231","1041473950",1,0.7752,40.7551233353417,"Rarefaction",2.66114495533194,NA,NA,NA
"232","1041473950",1,0.982891094396153,320.07362923858,"Rarefaction",2.79760049990625,NA,NA,NA
"233","1041477980",0,0.7752,40.5065438704165,"Rarefaction",3.28741317025665,NA,NA,NA
"234","1041477980",0,0.982891094396153,227.846855700895,"Rarefaction",3.54698957573682,NA,NA,NA
"235","1041477980",1,0.7752,40.5065438704165,"Rarefaction",2.8864304262997,NA,NA,NA
"236","1041477980",1,0.982891094396153,227.846855700895,"Rarefaction",3.038995286964,NA,NA,NA
"237","1041478080",0,0.7752,21.6907898685011,"Rarefaction",2.60088387766335,NA,NA,NA
"238","1041478080",0,0.982891094396153,189.951407623422,"Rarefaction",2.95314687970467,NA,NA,NA
"239","1041478080",1,0.7752,21.6907898685011,"Rarefaction",2.23655377223522,NA,NA,NA
"240","1041478080",1,0.982891094396153,189.951407623422,"Rarefaction",2.39694381367894,NA,NA,NA
"241","1041515680",0,0.7752,39.4276623038407,"Rarefaction",3.0877452231452,NA,NA,NA
"242","1041515680",0,0.982891094396153,405.675280824689,"Rarefaction",3.88323646705761,NA,NA,NA
"243","1041515680",1,0.7752,39.4276623038407,"Rarefaction",2.71879875149615,NA,NA,NA
"244","1041515680",1,0.982891094396153,405.675280824689,"Rarefaction",2.88807955806174,NA,NA,NA
"245","1041515780",0,0.7752,27.8961304931759,"Rarefaction",2.79645849478766,NA,NA,NA
"246","1041515780",0,0.982891094396153,624.990989676239,"Extrapolation",4.88191034743256,NA,NA,NA
"247","1041515780",1,0.7752,27.8961304931759,"Rarefaction",2.5155939923347,NA,NA,NA
"248","1041515780",1,0.982891094396153,624.990989676239,"Extrapolation",2.74067924635014,NA,NA,NA
"249","1041533130",0,0.7752,25.2341745002421,"Rarefaction",2.67498554677509,NA,NA,NA
"250","1041533130",0,0.982891094396153,240.640268459513,"Extrapolation",3.38863620621887,NA,NA,NA
"251","1041533130",1,0.7752,25.2341745002421,"Rarefaction",2.39985471273401,NA,NA,NA
"252","1041533130",1,0.982891094396153,240.640268459513,"Extrapolation",2.58089170205859,NA,NA,NA
"253","1041548760",0,0.7752,37.6278292694965,"Rarefaction",3.22449972655136,NA,NA,NA
"254","1041548760",0,0.982891094396153,310.376182468381,"Rarefaction",3.64289315079398,NA,NA,NA
"255","1041548760",1,0.7752,37.6278292694965,"Rarefaction",2.75253219093988,NA,NA,NA
"256","1041548760",1,0.982891094396153,310.376182468381,"Rarefaction",2.92834891908462,NA,NA,NA
"257","1041576090",0,0.7752,46.8802784397627,"Rarefaction",3.35053685483633,NA,NA,NA
"258","1041576090",0,0.982891094396153,400.158346336112,"Rarefaction",3.67316477623409,NA,NA,NA
"259","1041576090",1,0.7752,46.8802784397627,"Rarefaction",2.80729499395057,NA,NA,NA
"260","1041576090",1,0.982891094396153,400.158346336112,"Rarefaction",2.94844060208981,NA,NA,NA
"261","1041576130",0,0.7752,42.8764720208183,"Rarefaction",3.37456854058478,NA,NA,NA
"262","1041576130",0,0.982891094396153,465.195212517619,"Rarefaction",3.6966703262282,NA,NA,NA
"263","1041576130",1,0.7752,42.8764720208183,"Rarefaction",2.8332683138859,NA,NA,NA
"264","1041576130",1,0.982891094396153,465.195212517619,"Rarefaction",2.99936697790905,NA,NA,NA
"265","1041620200",0,0.7752,17.4240227301092,"Rarefaction",2.60086174305575,NA,NA,NA
"266","1041620200",0,0.982891094396153,100.512164153098,"Rarefaction",2.78966110095312,NA,NA,NA
"267","1041620200",1,0.7752,17.4240227301092,"Rarefaction",2.36131911548779,NA,NA,NA
"268","1041620200",1,0.982891094396153,100.512164153098,"Rarefaction",2.53716778165407,NA,NA,NA
"269","1041620260",0,0.7752,17.4171889937455,"Rarefaction",2.52371809575515,NA,NA,NA
"270","1041620260",0,0.982891094396153,216.612844878047,"Extrapolation",2.90116812946733,NA,NA,NA
"271","1041620260",1,0.7752,17.4171889937455,"Rarefaction",2.25182355714047,NA,NA,NA
"272","1041620260",1,0.982891094396153,216.612844878047,"Extrapolation",2.45952971567098,NA,NA,NA
"273","1041624310",0,0.7752,17.1505709293896,"Rarefaction",2.55013445963434,NA,NA,NA
"274","1041624310",0,0.982891094396153,126.05602262423,"Rarefaction",2.93960186655201,NA,NA,NA
"275","1041624310",1,0.7752,17.1505709293896,"Rarefaction",2.24651484381578,NA,NA,NA
"276","1041624310",1,0.982891094396153,126.05602262423,"Rarefaction",2.44401456192862,NA,NA,NA
"277","1041629370",0,0.7752,28.8167574498308,"Rarefaction",3.00424016482191,NA,NA,NA
"278","1041629370",0,0.982891094396153,334.090856451809,"Rarefaction",3.50788186948866,NA,NA,NA
"279","1041629370",1,0.7752,28.8167574498308,"Rarefaction",2.59392342230774,NA,NA,NA
"280","1041629370",1,0.982891094396153,334.090856451809,"Rarefaction",2.78667560698791,NA,NA,NA
"281","1041629430",0,0.7752,23.4051126784271,"Rarefaction",2.88388200131084,NA,NA,NA
"282","1041629430",0,0.982891094396153,208.302809142914,"Rarefaction",3.39327597610964,NA,NA,NA
"283","1041629430",1,0.7752,23.4051126784271,"Rarefaction",2.48527014893351,NA,NA,NA
