,Assemblage,qTD,Taxonomic Observed,Proportion
427,7040046750,89.22943266,83,0.930186347
428,7040047060,58.32104278,41,0.703005263
429,7040047070,67.17815925,75,1.116434282
430,7040047850,52.65704427,80,1.519264917
431,7040047860,18.44738252,19,1.029956417
432,7040047970,58.50048992,92,1.572636402
433,7040047980,35.02977213,54,1.541545854
434,7040048300,52.73519777,87,1.649752038
435,7040048310,70.26838567,25,0.355778773
436,7040048410,46.12942081,83,1.799285544
437,7040048420,69.34183471,104,1.499816099
438,7040049270,103.5859,157,1.515650296
439,7040049280,30.97714284,20,0.645637337
440,7040049990,80.98329849,44,0.543321905
441,7040050000,58.09668533,52,0.89505967
442,7040050640,43.7170617,41,0.937848941
443,7040050650,36.80412716,24,0.652100779
444,7040050920,61.12989277,50,0.817930438
445,7040050930,49.49824132,51,1.030339637
446,7040054660,51.28773656,58,1.130874628
447,7040054670,43.54869938,42,0.964437529
448,7040059990,47.42435072,53,1.117569333
449,7040064730,27.55883994,30,1.088579928
450,7040065760,68.38328673,80,1.169876498
451,7040070790,22.35412509,17,0.760486037
452,7040072800,21.67272481,28,1.291946456
453,7040073620,102.4892762,106,1.034254548
454,7040073630,102.0395975,99,0.970211589
455,7040073660,21.93941099,22,1.002761652
456,7040073690,71.76321234,61,0.85001769
457,7040073710,41.27746108,43,1.041730738
458,7040073720,83.27551819,87,1.044724811
459,7040073780,63.56159091,57,0.896767988
460,7040073830,84.48837543,60,0.710156867
461,7040073870,36.97805388,32,0.865378154
462,7040192420,77.16813687,50,0.647935819
463,7040192560,103.071833,127,1.232150397
464,7040194860,44.85269158,38,0.847217829
465,7040194980,15.30646879,16,1.04530968
466,7040282720,100.6210908,53,0.526728537
467,7040282770,62.51531548,45,0.719823609
468,7040374800,58.65350114,66,1.125252521
469,7040374950,114.1596981,137,1.200073251
470,7040379310,102.1663246,103,1.008159982
471,7040379430,103.8516869,136,1.309559855
472,7040388580,111.5428194,75,0.672387523
473,7040388740,114.7998395,128,1.114984138
474,7040392520,120.3644409,130,1.080053203
475,7040392650,114.4027812,144,1.258710658
476,7040394680,95.23723986,113,1.186510657
477,7040394690,78.28807455,82,1.047413677
478,7040395190,101.8740901,113,1.10921236
479,7040395340,121.4129405,94,0.774217309
480,7040402320,71.41953836,92,1.288162905
481,7040402430,81.74210881,152,1.859506712
482,7040426310,60.89353637,42,0.689728377
483,7040426320,61.52590732,72,1.170238736
484,7040569640,140.5833907,200,1.422643166
485,7040569650,102.327901,155,1.51473839
486,7040585110,93.74225698,93,0.992081938
487,7040585120,116.915751,106,0.906635753
488,7040607990,87.88201532,54,0.614460192
489,7040608130,73.3855776,67,0.912985933
490,7040612640,116.7244981,180,1.54209273
491,7040612840,105.9366007,95,0.896762775
492,7040632220,39.67440262,37,0.932591232
493,7040686450,108.2728635,214,1.976487858
494,7040686540,94.44648672,112,1.18585671
495,7040707710,56.82336442,72,1.267084424
496,7040707810,75.49894381,108,1.430483588
497,7040741760,80.53532513,123,1.527280107
498,7040741770,86.67188366,56,0.646114953
499,8040000810,31.03780558,27,0.86990686
500,8040000820,55.02055418,56,1.017801453
501,8040002260,49.92701675,45,0.901315619
502,8040002270,118.0245787,37,0.313494023
503,8040007180,15.28629941,10,0.654180566
504,8040007190,25.40760257,18,0.708449369
505,8040008390,39.14301662,37,0.945251623
506,8040009560,31.93133041,23,0.7202957
507,8040141480,31.29582284,25,0.798828653
508,8040176200,127.8966429,82,0.641142708
509,8040183760,29.76093267,16,0.53761756
510,8040219290,25.01923969,22,0.879323284
511,8040252760,40.20422484,30,0.746190236
512,8040307300,113.7865876,69,0.606398359
