HYBAS_ID,Bio1,Bio2,Bio3,Bio4,Bio5,Bio6,Bio7,Bio8,Bio9,Bio10,Bio11,Bio12,Bio13,Bio14,Bio15,Bio16,Bio17,Bio18,Bio19,Elev,Elev_range,GDP,MEAN_GDP,GHM,HFP
1040010600,24.3491807,11.44931153,63.21881035,223.4894855,33.1493952,14.95076037,18.19863483,26.12205575,23.24198491,26.49378915,21.18441793,1210.423833,241.7125418,10.96647877,89.49022185,672.593688,52.67072397,425.8994363,85.54142446,263.4362692,2020,5961510587,34814.79012,0.184248647,8.416418684
1040011530,25.17525659,11.48577732,63.30339377,242.2571823,33.52859563,15.43732633,18.09126927,27.37694013,24.23684755,27.55889659,21.786688,1128.215734,207.0245963,14.44573789,75.4127162,578.9575667,63.0920015,549.2957191,130.9282764,6.50206534,16,35416240.95,6523.52937,0.170207256,7.798055104
1040011660,25.06975268,13.22024711,63.22226348,259.1127612,35.08094229,14.15273137,20.92821089,27.29306395,22.79013566,27.5540588,21.43842413,969.7968784,198.7515134,9.827656626,90.80129718,558.1894829,38.40507622,380.0964189,57.42885275,153.8655094,578,161536377.1,11781.51682,0.195231873,8.248129846
1041472390,21.63418441,10.28553003,58.0296352,221.8581747,29.98832502,12.27838079,17.70994423,22.9786022,19.3661283,23.92426422,18.49356846,1131.078477,257.6472569,3.950021563,105.5046381,690.4087175,17.44519726,315.0836628,26.60025563,884.4441269,2843,20256463214,105248.6099,0.332060512,8.58602708
1041472430,22.21759298,13.24182816,58.72887336,282.4017587,32.83871919,10.28998459,22.5487346,24.17669752,19.19422903,25.02824689,18.28451804,828.9056977,207.3538267,2.140273421,114.8580259,568.5906663,9.164929765,296.5140616,11.45049726,761.9627795,2439,13638073039,56965.10619,0.227375959,7.196285073
1041431680,22.53335117,13.01689338,53.5169138,303.2081725,34.13855969,9.811942049,24.32661765,23.86904485,18.44638985,25.73548874,18.4194615,802.3221453,204.5287197,0.022923875,120.3262346,572.6254325,0.539013841,141.9528114,1.911029412,803.7360727,1101,17550466314,759103.2143,0.229426704,7.179346326
1041431480,21.95406514,12.46697795,55.78740619,264.5150459,32.72032785,10.3281259,22.39220195,23.25476192,18.40046444,24.76980537,18.30686579,945.8911229,234.4650635,0.186807043,118.5122983,652.9850548,1.436380715,262.1822111,2.032630149,949.6673861,1911,3226150446,18038.00018,0.197048555,5.722487188
1041438780,20.47210618,15.19679967,58.33523846,277.3586547,32.33930056,6.283924854,26.0553757,21.82231798,16.6913148,23.22959012,16.5640558,972.1916337,232.1091872,0,115.1943636,651.0124145,0.353999405,198.3467249,5.181040525,1167.836546,1200,29362517432,155911.5874,0.204517446,5.848184674
1041438860,21.28608416,14.16700531,56.13724759,318.1620682,32.85567367,7.619734001,25.23593967,23.22066891,16.91245465,24.42838051,16.87771075,692.7630896,168.584922,0.106710574,114.2802045,475.0393932,1.857971913,247.277667,4.719783222,1023.724504,1208,5371508952,26440.18642,0.246794721,7.503055841
1041473950,21.64958156,15.62085321,57.61395522,318.0696961,33.4971143,6.344171138,27.15294315,23.62017845,17.20846184,24.59822993,17.13552166,713.0567337,167.9300537,0,111.8809341,461.4522327,0.771655921,217.3272798,2.182110522,1100.034033,660,261213006.3,1383.843983,0.120774592,3.096470237
1041473880,20.6410454,14.79709491,59.50866247,247.7829958,31.60079328,6.69494222,24.90585107,21.99915754,17.16959109,22.85363652,17.08278619,1025.102865,210.9637422,0,103.5097108,596.4462078,1.501261572,241.8634673,4.670194928,1157.537264,744,1913344288,4400.768876,0.124957461,4.45929892
1040011670,22.21757575,12.59451501,60.79319688,286.3178111,31.27700782,10.51680821,20.7601996,24.89267476,18.88207264,24.96988477,18.22160942,833.7037874,172.3732915,9.237562594,90.45448261,480.856962,35.77771312,425.3906583,41.32962784,476.0477374,2444,7323057140,24008.13424,0.21623664,7.888918016
1040012590,23.14330243,12.09902457,61.36647896,274.4304415,31.89176878,12.17953881,19.71222994,26.09228934,20.39856484,26.14570929,19.41134458,966.8654407,152.0405721,29.06333917,52.58304249,414.9445417,108.7772913,412.0998249,113.3333333,39.99357852,144,258958233.6,75586.17444,0.358496641,13.30070449
1041584690,24.121624,13.345419,61.78591801,297.0866188,33.40509416,11.79031634,21.61477785,27.10634506,21.02984039,27.11053041,20.03413662,562.8579672,115.689961,5.283048688,89.95020449,330.3470755,21.4478572,325.0427948,24.49609174,130.5523511,541,164718468.7,2018.064599,0.116611742,4.923585237
1041584780,23.61876679,13.3633489,61.35381738,300.2411806,33.20106553,11.4017436,21.7993219,26.79148099,19.53066951,26.79376815,19.53066951,716.1947046,131.6286729,18.01162415,66.3924893,350.6867937,58.96545044,350.6748466,58.96545044,44.05230869,106,132995022.6,42943.17811,0.311211072,14.03104386
1041576130,19.61396549,13.93773413,59.24657439,351.1816853,29.3319715,5.792991348,23.53898016,23.06316361,14.78617863,23.23079638,14.78569798,645.8457809,121.6604133,6.108823332,81.26669966,337.7100344,22.02143316,329.808098,22.02361767,919.5850667,2228,23978231032,229740.3592,0.29707492,9.138803972
1041576090,21.34212296,13.94257256,58.94382216,351.6168605,31.2068579,7.536444975,23.67041292,24.75906434,16.52897442,24.81878048,16.47894848,531.1509401,110.2159527,3.095678885,90.7128325,303.3302581,13.45993279,286.8202387,13.57558859,700.9345957,1773,10429845871,107510.8839,0.203305737,7.734120867
1041548260,21.64117997,14.59973216,55.68978031,424.3935795,32.47200246,6.233467252,26.23853524,25.94967553,15.84522046,25.94972189,15.84522046,362.9023486,75.03800989,0.915636588,87.23804559,199.499691,5.441285538,199.3192213,5.441285538,655.1378245,367,14998466.77,4634.878484,0.132311405,6.705234313
1041548220,20.71621032,14.25522928,57.34545892,372.1659222,31.13124754,6.268953547,24.862294,23.88945419,15.55074622,24.13990331,15.54807452,463.54177,100.4308977,0.90797377,96.59526158,275.9941313,4.19631344,219.5672287,4.919711247,1002.048768,1023,7000542222,192884.2845,0.21475951,7.276059847
1041548760,19.98518202,15.28799835,56.09477711,444.9705604,30.91494409,3.646543227,27.26840086,24.26419519,13.91721116,24.3250995,13.90014017,509.5965053,97.99522697,2.346236015,85.43352951,269.8832638,10.51754133,265.9982579,12.78646131,1074.829925,1440,1.77E+11,1039088.327,0.23800166,8.227644614
1041548750,21.42992408,14.84499036,56.51252201,414.5888068,32.08489954,5.81765523,26.2672443,25.23189711,15.72417527,25.3653776,15.72417527,384.2433062,82.27453706,0.793811062,92.60769508,221.7010587,3.947389936,201.9542983,3.947389936,920.079099,719,1844302438,75391.50711,0.170274443,4.782629639
1040012600,22.9479989,11.73066519,61.64165609,260.598807,31.63742963,12.61273956,19.02469009,25.6847802,19.56315294,25.77211572,19.38384066,975.67531,157.897407,28.03833145,55.65197099,433.1984216,100.5749718,422.5806088,101.2638106,36.25930101,86,12831164.11,12780.04393,0.281837953,9.594982553
1040012680,20.4754556,13.23465664,60.51138816,311.0071415,29.74822267,7.856280641,21.89194204,23.68457715,16.20997392,23.76440637,16.20984014,758.9222627,135.8096615,10.79522077,73.90070847,377.9224288,37.85432973,374.3535404,37.86096017,598.7285508,2237,10693349889,177692.3825,0.247508663,9.565511362
1040012690,21.76134888,12.82477561,62.52337733,265.0739002,30.99121229,10.46551492,20.52569739,24.74129208,18.18577393,24.74442199,18.18117193,750.0560168,137.3199462,9.694188916,72.83899809,373.9258096,36.81587017,373.8253683,36.82132974,232.9492185,1658,17522498522,1305700.337,0.333358274,11.84671342
1040012810,18.76520997,12.70064749,60.09971527,304.429961,27.75735017,6.606260427,21.15108974,21.81037252,14.66805731,22.03643699,14.63925242,815.3738053,140.0824273,10.25061947,70.37804143,387.4993426,39.3478129,382.0205815,39.58950695,872.8481922,2200,9069790123,229324.6555,0.338967351,10.24520201
1040012820,17.03585098,12.825782,57.00774497,345.7562348,27.32859305,4.751358973,22.57723408,20.57769149,12.73860718,21.00811038,12.51855022,720.1433639,106.887119,17.58864298,53.64997655,298.6666063,63.69446804,291.625322,66.28312494,893.8368816,3393,92745404410,321673.0059,0.269970938,10.71829474
1040014490,16.0551962,14.42581376,53.25579875,458.3533369,29.59912902,2.499400687,27.09972835,19.91772876,10.62996039,21.50261914,10.23071973,355.1095143,47.42793746,16.29384928,36.25954178,125.9091908,56.98820041,109.9762349,59.28530546,932.2792294,2171,195444673.4,4053.018818,0.104165831,6.513897396
1040014500,16.43792714,10.03353776,55.92692753,283.5376993,25.20156562,7.272317522,17.92924809,16.36115043,15.01587057,19.92549695,13.03865177,637.8231951,75.64449541,41.35231352,17.94337464,192.8872158,131.8712605,149.6399083,149.7924811,319.8641803,1324,4138276848,398447.6071,0.301142163,11.32621391
1040014920,16.27750522,14.36208857,53.68105894,446.0516883,29.829054,3.029646743,26.79940726,18.58143613,13.62661451,21.57584331,10.68324596,279.3480935,34.70904571,15.4798515,26.99513563,91.09185933,51.70668749,73.67878711,59.98205835,778.0761962,2112,1745519036,27812.60414,0.105296947,6.66541053
1040014930,16.47707315,11.84774353,52.77033811,391.551313,28.07683768,5.605427384,22.4714103,12.53750513,20.82255928,21.12249609,11.62833615,469.8705286,62.23856732,21.64845356,35.07687926,172.3497647,72.37370369,73.4323176,170.9165334,437.1911919,2146,3823389667,173679.9158,0.331728912,9.785145193
1040015030,17.47717688,14.46646537,56.68769836,418.4035677,30.88285785,5.327631825,25.55522603,14.02797084,20.65039926,22.40152836,12.23267445,252.0153528,38.58552597,8.220184999,48.22683731,106.5770941,28.60586667,33.64051119,103.0537449,530.4770004,1935,1.23E+11,806874.4431,0.152346921,7.80653337
1040015850,18.63845932,13.43551425,61.86167298,322.5257881,29.44935718,7.707536582,21.74182061,21.21572583,17.63395892,22.35242353,14.50554899,60.75084971,11.16506576,1.994236737,45.23518833,27.67947392,7.037387321,21.68568051,12.08910891,488.3831831,1617,34086245.78,5037.12809,0.034428141,4.416974753
1041620260,19.79480173,16.66640022,55.152815,524.0952776,34.59242266,4.3572912,30.23513144,24.85011142,14.67959463,25.80924874,13.03077965,132.9751617,27.24746419,2.511625871,71.92895493,71.23693799,10.13492576,54.45294394,12.23346938,837.8956352,1847,96465537.38,1055.52557,0.025142876,3.809163438
1041620200,18.96182566,15.37045047,55.58374558,463.4374425,31.86775762,4.193557204,27.67420042,23.72209601,13.20204584,24.19850704,12.85314227,161.6551951,41.1198218,0.656792446,103.843018,112.88111,3.778185013,82.49430265,4.004073338,1172.123061,1981,394540717.4,3501.302025,0.024235732,2.653766509
1041624310,20.2582337,17.28805279,56.06093974,508.8771423,33.73066883,2.831697744,30.89897109,24.99577643,13.54333627,25.7037,13.47101299,301.6631776,62.50222195,1.232298574,89.88303738,172.8759922,5.620756493,151.6575497,5.658600475,1143.207666,1846,5093228905,10944.75416,0.057312887,4.483492732
1041624330,19.7328212,17.24604774,53.55460289,562.251963,35.46853487,3.267059981,32.20147483,25.75595975,12.54019991,26.28467172,12.54019991,186.2159948,33.575549,2.809570633,72.74706506,95.4949197,9.366109472,83.24680433,9.366109472,810.0812848,559,22053795.87,7228.382782,0.077406546,6.524639989
1041626200,16.8914205,16.75322453,52.43321217,562.8602059,32.71856975,0.756680728,31.96188899,21.82102266,11.40663717,23.53678265,9.740962846,201.6054245,34.99385321,7.032687399,51.69639806,88.12543627,23.8198156,69.23617406,27.1546509,1107.014099,1230,113172375.9,982.55262,0.037865484,5.386745674
1041626210,17.63323579,16.70297243,50.97129123,583.0108441,33.27852114,0.506764768,32.77175636,23.45362344,10.49121369,24.35200809,10.02647134,276.9739003,52.75984499,5.72006703,68.67894418,139.1421135,21.61480938,115.3169669,21.87979682,1146.822926,1275,2668195697,27945.07433,0.046853879,7.175338561
1041629430,13.95590658,15.13195669,51.14665945,516.4691645,27.73631895,-1.908379676,29.64469862,19.26544428,7.214942508,19.73560913,7.059127964,580.1330753,95.31732301,11.67079513,60.58475719,256.149271,43.83001653,241.2915151,45.4256576,1717.954667,2425,6132184064,46085.85649,0.218637999,8.892920874
1041629370,16.37667779,16.1513006,53.78466702,504.4563822,29.35889931,-0.760075787,30.11897509,21.24609606,9.607550495,21.7664527,9.592145899,574.5974532,99.61490401,6.1436002,72.16617718,274.9813104,24.68991267,262.7128727,24.84368484,1430.482164,2246,1.79E+11,689342.1728,0.304961099,10.01110184
1040015860,19.6365779,13.99706225,65.59332802,269.8670726,29.7005123,8.289980795,21.41053151,22.11716802,16.66620473,22.51828072,15.99873164,146.0050714,40.64667939,0.334383533,103.1569379,104.8552947,1.860104289,72.27560889,2.865836248,863.2744613,2599,14848560102,45090.32636,0.037648044,2.703495329
1040018110,20.88273811,6.841666698,55.8743951,206.9200832,26.48571396,14.24285712,12.24285684,23.07381003,19.48809515,23.07381003,18.04523822,32.28571429,13,0,112.4208309,26.28571429,0,26.28571429,0,4,9,169.2563477,24.17947824,0.024887852,2.222097635
1040018120,20.80775332,13.16415386,60.48861993,242.0003041,30.48324935,8.637070541,21.84617882,22.13323584,17.37297092,22.99695632,17.3029969,762.7757299,174.9754765,0,104.4443012,441.3374712,0.430041277,196.7969148,2.811946097,1291.785996,2460,2749128987,20859.60443,0.319514693,6.424716475
1040018130,22.40902797,10.51764549,64.84588309,179.0820096,29.64386616,13.43202448,16.21184167,23.72193342,20.20879231,23.95790974,19.7693711,616.8548802,161.4406365,0,109.4385305,335.6073234,0.766219149,239.9761751,2.230161619,809.5801421,2521,3859023220,25966.40483,0.272188768,6.832672454
1040019180,20.31425818,12.16585369,65.76153207,140.2121558,28.20589229,9.750759471,18.45513282,21.07934767,18.3026673,21.41298186,18.2496649,1216.217457,224.6604417,0.001100675,88.09033696,573.7888171,3.793770179,484.9452598,12.29255944,1361.23947,2459,600625721.2,22036.4588,0.229198392,9.891781928
1040019190,24.5615983,8.360458536,56.52252579,233.1826031,30.98857605,16.21448112,14.77409493,26.79077505,21.23598821,26.79082868,21.23598821,507.8897828,166.229284,0,122.493985,346.5092518,0.793242156,345.2719228,0.793242156,98.74014481,186,97824782.82,75833.16497,0.222974216,8.989209472
1040019270,21.90187656,10.68464131,64.32988473,152.2377301,28.83122558,12.35588083,16.47534474,23.0871949,19.67645884,23.19829475,19.6673924,980.3940712,195.7260158,0.002064744,92.61843841,477.4484183,3.222144385,434.8791387,5.163077944,884.0346582,1972,128296506.4,4730.348295,0.196541099,6.677059656
1040019280,24.24280323,7.844333861,54.90026628,235.7416601,30.49471007,16.20545029,14.28925978,26.53846733,20.98147655,26.53846733,20.97073646,649.8567994,173.3136522,0,114.120382,404.4702111,0.664974619,404.4370826,1.816991718,147.2497996,278,6007969.606,1581.044633,0.166598624,6.338329029
1040019420,20.90753271,13.00045943,64.95206982,143.6880614,29.52533991,9.466151869,20.05918804,21.66635901,18.87717821,22.05542009,18.81304342,1193.136075,217.7820659,0.193987521,87.19363258,566.2314743,4.919034274,368.6533249,9.988661317,1201.461516,1924,2994526205,16816.94543,0.148520618,7.353555931
1040019430,24.31187091,8.805364292,65.0304455,151.1998805,30.55373109,17.0017734,13.55195768,25.85427182,22.37560859,25.8631062,22.18911232,916.1777668,207.9104892,3.144696011,90.90223459,468.3085601,12.96910254,464.5132026,21.32707841,470.5807669,1481,1.48E+11,1647768.462,0.284034378,7.154734353
1040020040,24.12581868,9.40341546,66.82728696,141.4531893,30.50150664,16.42177256,14.07973409,25.04444829,22.02745615,25.41688978,22.02416569,1345.756094,237.1487687,1.672546775,74.8239977,559.5674569,14.9189598,531.6574802,15.39117065,516.9802372,1321,44007859122,367746.5269,0.22850989,7.457540032
1041213630,24.95556214,9.861690741,81.94826623,56.19995114,30.97891774,18.92542645,12.05349129,24.76651185,24.32378427,25.6602089,24.31425611,1768.727702,249.6599671,18.04922063,51.61716708,646.3065518,96.22080852,570.6428209,141.8290331,465.2754657,587,219014132.1,2775.49274,0.157095422,4.398107673
1041213640,23.48719642,11.59208111,76.4416607,67.35727391,30.66276904,15.20773088,15.45503816,23.55286977,22.64928295,24.13612054,22.58848106,1519.811125,226.8593825,11.22314385,63.6461839,618.3531013,66.45127763,412.4217991,106.485828,745.8254266,1275,8715497187,8302.742928,0.16697654,5.892565564
1041174950,24.32580459,10.17172138,80.29717291,67.9512453,31.02083925,18.29873011,12.72210914,23.94423261,24.17235997,25.21504942,23.55867785,1612.320212,241.0259333,35.17598821,49.74665063,626.7045062,149.5007563,411.08582,425.8202138,522.7160715,965,1858207800,5587.838638,0.133624205,3.429564346
1041174960,25.16070638,9.211706996,84.40322149,53.10025125,30.77559163,19.8628842,10.91270744,24.90736635,24.54028894,25.80514977,24.53644965,1798.830466,219.1913128,60.48706686,31.25988552,605.6781967,267.7510981,473.7122987,291.670937,320.3701196,136,99350507.8,6060.914336,0.137890728,5.401448267
1041156960,24.05226774,10.09241944,84.18562978,47.318105,30.23389012,18.18792066,12.04596945,23.79450182,23.95282537,24.63733547,23.50601207,1731.067833,218.0462753,59.74338298,37.12710359,596.1641676,225.8815229,432.7667148,396.2382216,602.6080842,3013,7161438177,6307.175417,0.127544246,5.105272134
1041156950,24.41719653,11.69030406,72.7366503,86.12129234,32.82557747,16.56012515,16.26545232,23.83758726,24.39405359,25.59379664,23.54993817,1549.233063,226.5293304,20.12183851,60.89662811,641.7009824,84.66141868,283.2217595,399.2287866,608.825289,1454,4296153127,5667.232307,0.130236109,3.850889113
1041259940,21.63185381,12.35682566,63.32799019,152.3252633,30.84992875,11.17885656,19.67107219,22.04142058,19.63815883,23.18109187,19.5476536,1169.718824,232.7341542,0.297189175,97.60225823,645.2774236,3.554862147,216.1185467,46.94109345,1134.795979,1478,17080951433,31886.54294,0.189199926,6.101993229
1041259950,22.37857807,10.95163686,70.49053221,89.79057334,29.81033908,14.18897401,15.62136507,22.45266103,21.34134251,23.41509465,21.2691481,1053.36414,192.9046604,1.986772012,84.94150801,499.155614,13.07537421,197.5690663,62.56306612,1169.243184,3467,15460093887,49553.17121,0.235575387,7.51804663
1040020050,24.57251694,7.590263577,58.58600189,184.7976644,30.6218475,17.67917562,12.94267189,26.27705921,21.91748418,26.28725036,21.9174554,1134.894994,194.6063324,0.965854069,81.65348257,518.3179656,4.806955497,518.2700939,4.834112248,207.46137,840,5665663535,237037.2159,0.323576722,9.772762009
1040020240,24.1843412,8.072289592,65.1976052,140.9273342,30.16698486,17.78529411,12.38169075,24.93061718,22.09144593,25.50635916,22.09144593,1474.985566,265.460641,1.166050338,76.78317698,620.083319,7.805025226,579.3523965,7.805025226,383.0075823,870,648856818.1,9300.206657,0.304556921,5.569767496
1040020250,24.87818903,7.060646792,60.54778797,146.9074627,30.54442454,18.89128462,11.65313993,25.57805644,22.74604063,26.31925482,22.74593515,1682.455667,322.3713598,1.389190772,76.14561249,716.6607718,13.55272834,640.8446133,13.67725246,202.1824749,913,609502780.8,9854.690954,0.153268948,3.732362433
1040020570,24.25263074,8.791083135,74.41872861,95.61946579,30.28084402,18.51554929,11.76529473,24.36142725,22.98729577,25.2246236,22.90050462,1801.885247,311.9821041,14.83094056,63.55087519,742.8513343,79.77851374,589.404647,88.04532033,448.1342293,965,7316045787,29190.85572,0.106526727,3.31395687
1040020580,24.24781644,7.896666003,74.79440155,84.74479774,29.80703767,19.26056824,10.54646943,23.94064694,24.02299925,25.14554507,23.10013537,2038.790358,367.0871681,29.27924454,62.33973129,854.6938755,140.7271395,537.3508358,349.6918487,460.1761049,1162,67872527247,513687.6911,0.155591969,6.216158031
